mission_time,target_altitude,current_altitude,error,velocity_cmd,control_action,height_sonar,height_baro,velocity_z_measured,battery
12.509806632995605,1.5,1.3,0.19999999999999996,1.0,CLIMB,1.3,-39.37,0.01,97
12.552098274230957,1.5,1.3,0.19999999999999996,1.0,CLIMB,1.3,-39.37,0.01,97
12.60481309890747,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-39.37,-0.01,97
12.657666206359863,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-39.37,-0.01,97
12.700059175491333,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-39.33,-0.03,97
12.753204822540283,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-39.33,-0.03,97
12.8062105178833,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-39.31,-0.05,97
12.851158618927002,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-39.31,-0.05,97
12.905038833618164,1.5,1.42,0.08000000000000007,0.0,HOLD,1.42,-39.29,-0.07,97
12.958677291870117,1.5,1.42,0.08000000000000007,0.0,HOLD,1.42,-39.29,-0.07,97
13.001468896865845,1.5,1.42,0.08000000000000007,0.0,HOLD,1.42,-39.29,-0.07,97
13.054566383361816,1.5,1.49,0.010000000000000009,0.0,HOLD,1.49,-39.21,-0.08,97
13.107922554016113,1.5,1.59,-0.09000000000000008,0.0,HOLD,1.59,-39.27,-0.08,97
13.152930736541748,1.5,1.59,-0.09000000000000008,0.0,HOLD,1.59,-39.27,-0.08,97
13.206753253936768,1.5,1.68,-0.17999999999999994,-0.8,DESCEND,1.68,-39.18,-0.07,97
13.260189771652222,1.5,1.68,-0.17999999999999994,-0.8,DESCEND,1.68,-39.18,-0.07,97
13.303664922714233,1.5,1.68,-0.17999999999999994,-0.8,DESCEND,1.68,-39.18,-0.07,97
13.358690977096558,1.5,1.74,-0.24,-0.8,DESCEND,1.74,-39.07,-0.05,97
13.403026580810547,1.5,1.74,-0.24,-0.8,DESCEND,1.74,-39.07,-0.05,97
13.456609964370728,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-39.1,-0.03,97
13.502030372619629,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-39.1,-0.03,97
13.556857824325562,1.5,1.8,-0.30000000000000004,-0.8,DESCEND,1.8,-39.06,0.0,97
