mission_time,target_altitude,current_altitude,error,velocity_cmd,control_action,height_sonar,height_baro,velocity_z_measured,battery,height_sonar_cal
14.15401101,1.5,1.54,-0.04,0,HOLD,1.54,-39.25,0.07,96,0.6247058457517334
14.20728827,1.5,1.47,0.03,0,HOLD,1.47,-39.3,0.07,96,0.5980388585288686
14.25092244,1.5,1.47,0.03,0,HOLD,1.47,-39.3,0.07,96,0.5980388585288686
14.30410457,1.5,1.39,0.11,1,CLIMB,1.39,-39.32,0.06,96,0.5675623017027375
14.35733438,1.5,1.39,0.11,1,CLIMB,1.39,-39.32,0.06,96,0.5675623017027375
14.40088558,1.5,1.34,0.16,1,CLIMB,1.34,-39.41,0.04,96,0.5485144536864056
14.45522881,1.5,1.34,0.16,1,CLIMB,1.34,-39.41,0.04,96,0.5485144536864056
14.50808692,1.5,1.34,0.16,1,CLIMB,1.34,-39.41,0.04,96,0.5485144536864056
14.55085945,1.5,1.28,0.22,1,CLIMB,1.28,-39.34,0.02,96,0.5256570360668072
14.60407448,1.5,1.29,0.21,1,CLIMB,1.29,-39.46,0,96,0.5294666056700736
14.65733933,1.5,1.29,0.21,1,CLIMB,1.29,-39.46,0,96,0.5294666056700736
14.70023322,1.5,1.33,0.17,1,CLIMB,1.33,-39.33,-0.03,96,0.5447048840831392
14.75355101,1.5,1.33,0.17,1,CLIMB,1.33,-39.33,-0.03,96,0.5447048840831392
14.8073597,1.5,1.37,0.13,1,CLIMB,1.37,-39.33,-0.05,96,0.5599431624962048
14.85024047,1.5,1.37,0.13,1,CLIMB,1.37,-39.33,-0.05,96,0.5599431624962048
14.90427446,1.5,1.44,0.06,0,HOLD,1.44,-39.28,-0.07,96,0.5866101497190694
14.95758891,1.5,1.44,0.06,0,HOLD,1.44,-39.28,-0.07,96,0.5866101497190694
15.01023769,1.5,1.53,-0.03,0,HOLD,1.53,-39.26,-0.08,96,0.620896276
15.05307508,1.5,1.53,-0.03,0,HOLD,1.53,-39.26,-0.08,96,0.620896276
15.10620093,1.5,1.61,-0.11,-0.8,DESCEND,1.61,-39.23,-0.08,96,0.651372833
15.15922856,1.5,1.61,-0.11,-0.8,DESCEND,1.61,-39.23,-0.08,96,0.651372833
15.20183539,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.17,-0.07,96,0.6818493898007291
15.2559495,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.17,-0.07,96,0.6818493898007291
15.30017138,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.11,-0.04,96,0.6970876682137946
15.35443091,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.11,-0.04,96,0.6970876682137946
15.40800762,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.08,-0.01,96,0.7047068074203274
15.45099759,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.08,-0.01,96,0.7047068074203274
15.50481963,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.07,0.01,96,0.7047068074203274
15.55817747,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.07,0.01,96,0.7047068074203274
15.60084343,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.07,0.01,96,0.7047068074203274
15.65354156,1.5,1.71,-0.21,-0.8,DESCEND,1.71,-39.13,0.03,95,0.6894685290072619
15.70657325,1.5,1.67,-0.17,-0.8,DESCEND,1.67,-39.14,0.04,95,0.6742302505941963
15.75972056,1.5,1.67,-0.17,-0.8,DESCEND,1.67,-39.14,0.04,95,0.6742302505941963
15.80334711,1.5,1.67,-0.17,-0.8,DESCEND,1.67,-39.14,0.04,95,0.6742302505941963
15.85648036,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.15,0.05,95,0.6551824025778644
15.91021943,1.5,1.54,-0.04,0,HOLD,1.54,-39.24,0.06,95,0.6247058457517334
15.9540844,1.5,1.54,-0.04,0,HOLD,1.54,-39.24,0.06,95,0.6247058457517334
16.0075264,1.5,1.54,-0.04,0,HOLD,1.54,-39.24,0.06,95,0.6247058457517334
16.0512619,1.5,1.48,0.02,0,HOLD,1.48,-39.33,0.07,95,0.601848428
16.10547686,1.5,1.48,0.02,0,HOLD,1.48,-39.33,0.07,95,0.601848428
16.15869355,1.5,1.41,0.09,0,HOLD,1.41,-39.25,0.06,95,0.5751814409092703
16.20097017,1.5,1.41,0.09,0,HOLD,1.41,-39.25,0.06,95,0.5751814409092703
16.25316381,1.5,1.36,0.14,1,CLIMB,1.36,-39.36,0.04,95,0.5561335928929384
16.30632782,1.5,1.36,0.14,1,CLIMB,1.36,-39.36,0.04,95,0.5561335928929384
16.35973215,1.5,1.33,0.17,1,CLIMB,1.33,-39.42,0.03,95,0.5447048840831392
16.40285993,1.5,1.33,0.17,1,CLIMB,1.33,-39.42,0.03,95,0.5447048840831392
16.45587301,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,0.02,95,0.5370857448766064
16.50891757,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,0.02,95,0.5370857448766064
16.55142212,1.5,1.31,0.19,1,CLIMB,1.31,-39.44,0,95,0.5370857448766064
16.60451388,1.5,1.31,0.19,1,CLIMB,1.31,-39.44,0,95,0.5370857448766064
16.65700936,1.5,1.33,0.17,1,CLIMB,1.33,-39.31,-0.03,95,0.5447048840831392
16.70983696,1.5,1.33,0.17,1,CLIMB,1.33,-39.31,-0.03,95,0.5447048840831392
16.75223398,1.5,1.38,0.12,1,CLIMB,1.38,-39.22,-0.05,95,0.5637527320994711
16.80638576,1.5,1.38,0.12,1,CLIMB,1.38,-39.22,-0.05,95,0.5637527320994711
16.85945106,1.5,1.45,0.05,0,HOLD,1.45,-39.23,-0.07,95,0.5904197193223358
16.90321851,1.5,1.45,0.05,0,HOLD,1.45,-39.23,-0.07,95,0.5904197193223358
16.95707917,1.5,1.54,-0.04,0,HOLD,1.54,-39.25,-0.08,95,0.6247058457517334
17.00977707,1.5,1.54,-0.04,0,HOLD,1.54,-39.25,-0.08,95,0.6247058457517334
17.05288577,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.18,-0.09,95,0.6551824025778644
17.10727596,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.18,-0.09,95,0.6551824025778644
17.15038061,1.5,1.7,-0.2,-0.8,DESCEND,1.7,-39.07,-0.07,95,0.6856589594039955
17.20430017,1.5,1.7,-0.2,-0.8,DESCEND,1.7,-39.07,-0.07,95,0.6856589594039955
17.25717187,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-39.04,-0.05,95,0.7085163770235938
17.31022811,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-39.04,-0.05,95,0.7085163770235938
17.35293794,1.5,1.79,-0.29,-0.8,DESCEND,1.79,-38.97,-0.02,95,0.719945086
17.40614223,1.5,1.79,-0.29,-0.8,DESCEND,1.79,-38.97,-0.02,95,0.719945086
17.45975757,1.5,1.79,-0.29,-0.8,DESCEND,1.79,-39.01,0,95,0.719945086
17.50225401,1.5,1.79,-0.29,-0.8,DESCEND,1.79,-39.01,0,95,0.719945086
17.55676937,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-39.04,0.02,94,0.7123259466268602
17.6014123,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-39.04,0.02,94,0.7123259466268602
17.65485239,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-38.97,0.04,94,0.6970876682137946
17.70784521,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-38.97,0.04,94,0.6970876682137946
17.75092053,1.5,1.67,-0.17,-0.8,DESCEND,1.67,-39.1,0.05,94,0.6742302505941963
17.80458355,1.5,1.67,-0.17,-0.8,DESCEND,1.67,-39.1,0.05,94,0.6742302505941963
17.8578577,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.19,0.06,94,0.6551824025778644
17.90101695,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.19,0.06,94,0.6551824025778644
17.95513797,1.5,1.54,-0.04,0,HOLD,1.54,-39.27,0.07,94,0.6247058457517334
18.00860667,1.5,1.54,-0.04,0,HOLD,1.54,-39.27,0.07,94,0.6247058457517334
18.05233812,1.5,1.48,0.02,0,HOLD,1.48,-39.34,0.07,94,0.601848428
18.10646677,1.5,1.48,0.02,0,HOLD,1.48,-39.34,0.07,94,0.601848428
18.15956211,1.5,1.4,0.1,1,CLIMB,1.4,-39.31,0.07,94,0.5713718713060039
18.20292592,1.5,1.4,0.1,1,CLIMB,1.4,-39.31,0.07,94,0.5713718713060039
18.25590396,1.5,1.34,0.16,1,CLIMB,1.34,-39.4,0.05,94,0.5485144536864056
18.30969644,1.5,1.31,0.19,1,CLIMB,1.31,-39.37,0.03,94,0.5370857448766064
18.35333443,1.5,1.31,0.19,1,CLIMB,1.31,-39.37,0.03,94,0.5370857448766064
18.4071784,1.5,1.3,0.2,1,CLIMB,1.3,-39.37,0.01,94,0.533276175
18.45050812,1.5,1.3,0.2,1,CLIMB,1.3,-39.37,0.01,94,0.533276175
18.50302625,1.5,1.3,0.2,1,CLIMB,1.3,-39.37,0.01,94,0.533276175
18.55636477,1.5,1.3,0.2,1,CLIMB,1.3,-39.37,0.01,94,0.533276175
18.60897565,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,-0.01,94,0.5370857448766064
18.65149951,1.5,1.36,0.14,1,CLIMB,1.36,-39.29,-0.04,94,0.5561335928929384
18.70440626,1.5,1.36,0.14,1,CLIMB,1.36,-39.29,-0.04,94,0.5561335928929384
18.75758195,1.5,1.42,0.08,0,HOLD,1.42,-39.27,-0.06,94,0.5789910105125367
18.80134654,1.5,1.42,0.08,0,HOLD,1.42,-39.27,-0.06,94,0.5789910105125367
18.85615373,1.5,1.5,0,0,HOLD,1.5,-39.17,-0.08,94,0.6094675673386678
18.90093231,1.5,1.5,0,0,HOLD,1.5,-39.17,-0.08,94,0.6094675673386678
18.95346475,1.5,1.59,-0.09,0,HOLD,1.59,-39.21,-0.09,94,0.6437536937680652
19.00643086,1.5,1.59,-0.09,0,HOLD,1.59,-39.21,-0.09,94,0.6437536937680652
19.06026316,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.09,-0.07,94,0.6780398201974627
19.10268068,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.09,-0.07,94,0.6780398201974627
19.15706754,1.5,1.74,-0.24,-0.8,DESCEND,1.74,-39.05,-0.06,94,0.700897238
19.20087242,1.5,1.74,-0.24,-0.8,DESCEND,1.74,-39.05,-0.06,94,0.700897238
19.25438714,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-39.01,-0.04,94,0.7161355162301266
19.30881381,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-39.01,-0.04,94,0.7161355162301266
19.35233688,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.94,-0.01,94,0.7237546554366594
19.40686536,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.94,-0.01,94,0.7237546554366594
19.45248079,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.96,0.01,94,0.7237546554366594
19.50536561,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.96,0.01,94,0.7237546554366594
19.56018996,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-39.03,0.03,93,0.7085163770235938
19.6032517,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-39.03,0.03,93,0.7085163770235938
19.65715599,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.09,0.04,93,0.6932780986105282
19.70006323,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.09,0.04,93,0.6932780986105282
19.75321269,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.18,0.05,93,0.6704206809909299
19.80634284,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.18,0.05,93,0.6704206809909299
19.86035109,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.16,0.06,93,0.6475632633713316
19.90379262,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.16,0.06,93,0.6475632633713316
19.95835018,1.5,1.53,-0.03,0,HOLD,1.53,-39.27,0.07,93,0.620896276
20.00150895,1.5,1.53,-0.03,0,HOLD,1.53,-39.27,0.07,93,0.620896276
20.05475664,1.5,1.45,0.05,0,HOLD,1.45,-39.33,0.07,93,0.5904197193223358
20.10855341,1.5,1.45,0.05,0,HOLD,1.45,-39.33,0.07,93,0.5904197193223358
20.15086484,1.5,1.39,0.11,1,CLIMB,1.39,-39.23,0.07,93,0.5675623017027375
20.2039845,1.5,1.39,0.11,1,CLIMB,1.39,-39.23,0.07,93,0.5675623017027375
20.25760388,1.5,1.33,0.17,1,CLIMB,1.33,-39.27,0.05,93,0.5447048840831392
20.30179167,1.5,1.33,0.17,1,CLIMB,1.33,-39.27,0.05,93,0.5447048840831392
20.35520267,1.5,1.29,0.21,1,CLIMB,1.29,-39.27,0.04,93,0.5294666056700736
20.40906644,1.5,1.29,0.21,1,CLIMB,1.29,-39.27,0.04,93,0.5294666056700736
20.45123124,1.5,1.28,0.22,1,CLIMB,1.28,-39.29,0.01,93,0.5256570360668072
20.5040822,1.5,1.28,0.22,1,CLIMB,1.28,-39.29,0.01,93,0.5256570360668072
20.55713415,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,-0.02,93,0.5370857448766064
20.6104424,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,-0.02,93,0.5370857448766064
20.6532619,1.5,1.31,0.19,1,CLIMB,1.31,-39.35,-0.02,93,0.5370857448766064
20.70649314,1.5,1.36,0.14,1,CLIMB,1.36,-39.25,-0.04,93,0.5561335928929384
20.75967908,1.5,1.43,0.07,0,HOLD,1.43,-39.27,-0.06,93,0.58280058
20.80290103,1.5,1.43,0.07,0,HOLD,1.43,-39.27,-0.06,93,0.58280058
20.85680103,1.5,1.52,-0.02,0,HOLD,1.52,-39.22,-0.08,93,0.6170867065452006
20.91001034,1.5,1.52,-0.02,0,HOLD,1.52,-39.22,-0.08,93,0.6170867065452006
20.95323539,1.5,1.52,-0.02,0,HOLD,1.52,-39.22,-0.08,93,0.6170867065452006
21.0074439,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.15,-0.08,93,0.6475632633713316
21.0503304,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.15,-0.08,93,0.6475632633713316
21.10354972,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.13,-0.07,93,0.6780398201974627
21.15788674,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.13,-0.07,93,0.6780398201974627
21.20168972,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.1,-0.05,93,0.6970876682137946
21.25635529,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.1,-0.05,93,0.6970876682137946
21.30100393,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.03,-0.03,93,0.7047068074203274
21.35558605,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.03,-0.03,93,0.7047068074203274
21.40195942,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-38.97,0,93,0.7047068074203274
21.45706344,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-38.97,0,93,0.7047068074203274
21.50228477,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.1,0.01,93,0.6970876682137946
21.55605435,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.1,0.01,93,0.6970876682137946
21.60952854,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.09,0.03,92,0.6780398201974627
21.65188122,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.09,0.03,92,0.6780398201974627
21.70558667,1.5,1.63,-0.13,-0.8,DESCEND,1.63,-39.11,0.05,92,0.6589919721811307
21.75838113,1.5,1.63,-0.13,-0.8,DESCEND,1.63,-39.11,0.05,92,0.6589919721811307
21.80044746,1.5,1.57,-0.07,0,HOLD,1.57,-39.23,0.06,92,0.6361345545615325
21.85431242,1.5,1.57,-0.07,0,HOLD,1.57,-39.23,0.06,92,0.6361345545615325
21.90655231,1.5,1.5,0,0,HOLD,1.5,-39.25,0.06,92,0.6094675673386678
21.95977497,1.5,1.5,0,0,HOLD,1.5,-39.25,0.06,92,0.6094675673386678
22.00294232,1.5,1.44,0.06,0,HOLD,1.44,-39.25,0.07,92,0.5866101497190694
22.05574489,1.5,1.44,0.06,0,HOLD,1.44,-39.25,0.07,92,0.5866101497190694
22.10971189,1.5,1.39,0.11,1,CLIMB,1.39,-39.17,0.06,92,0.5675623017027375
22.15291739,1.5,1.39,0.11,1,CLIMB,1.39,-39.17,0.06,92,0.5675623017027375
22.20658255,1.5,1.35,0.15,1,CLIMB,1.35,-39.31,0.04,92,0.552324023
22.26169896,1.5,1.35,0.15,1,CLIMB,1.35,-39.31,0.04,92,0.552324023
22.30486679,1.5,1.34,0.16,1,CLIMB,1.34,-39.32,0.02,92,0.5485144536864056
22.35875249,1.5,1.34,0.16,1,CLIMB,1.34,-39.32,0.02,92,0.5485144536864056
22.40235734,1.5,1.33,0.17,1,CLIMB,1.33,-39.36,0.01,92,0.5447048840831392
22.45609355,1.5,1.33,0.17,1,CLIMB,1.33,-39.36,0.01,92,0.5447048840831392
22.51013041,1.5,1.37,0.13,1,CLIMB,1.37,-39.21,-0.02,92,0.5599431624962048
22.5523653,1.5,1.37,0.13,1,CLIMB,1.37,-39.21,-0.02,92,0.5599431624962048
22.60542226,1.5,1.43,0.07,0,HOLD,1.43,-39.17,-0.04,92,0.58280058
22.65862036,1.5,1.43,0.07,0,HOLD,1.43,-39.17,-0.04,92,0.58280058
22.70409799,1.5,1.49,0.01,0,HOLD,1.49,-39.1,-0.06,92,0.6056579977354014
22.75754333,1.5,1.49,0.01,0,HOLD,1.49,-39.1,-0.06,92,0.6056579977354014
22.80012441,1.5,1.57,-0.07,0,HOLD,1.57,-39.14,-0.07,92,0.6361345545615325
22.85297346,1.5,1.57,-0.07,0,HOLD,1.57,-39.14,-0.07,92,0.6361345545615325
22.90664244,1.5,1.65,-0.15,-0.8,DESCEND,1.65,-39.06,-0.08,92,0.6666111113876635
22.96010089,1.5,1.65,-0.15,-0.8,DESCEND,1.65,-39.06,-0.08,92,0.6666111113876635
23.00240231,1.5,1.71,-0.21,-0.8,DESCEND,1.71,-39.12,-0.06,92,0.6894685290072619
23.05529237,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-38.98,-0.04,92,0.7047068074203274
23.10915112,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-38.98,-0.04,92,0.7047068074203274
23.15239048,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.94,-0.02,92,0.7123259466268602
23.20539141,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.94,-0.02,92,0.7123259466268602
23.25962949,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-38.94,0,92,0.7085163770235938
23.30287409,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-38.94,0,92,0.7085163770235938
23.3557477,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-38.94,0.02,92,0.6932780986105282
23.41016912,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-38.94,0.02,92,0.6932780986105282
23.4539609,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-38.94,0.02,92,0.6932780986105282
23.5077076,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.02,0.04,92,0.6780398201974627
23.55025005,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.02,0.04,92,0.6780398201974627
23.60262299,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.09,0.05,91,0.6551824025778644
23.65735483,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.09,0.05,91,0.6551824025778644
23.70029068,1.5,1.56,-0.06,0,HOLD,1.56,-39.11,0.06,91,0.6323249849582661
23.75398183,1.5,1.56,-0.06,0,HOLD,1.56,-39.11,0.06,91,0.6323249849582661
23.80674148,1.5,1.48,0.02,0,HOLD,1.48,-39.12,0.06,91,0.601848428
23.85026383,1.5,1.48,0.02,0,HOLD,1.48,-39.12,0.06,91,0.601848428
23.90529513,1.5,1.41,0.09,0,HOLD,1.41,-39.13,0.07,91,0.5751814409092703
23.95989585,1.5,1.41,0.09,0,HOLD,1.41,-39.13,0.07,91,0.5751814409092703
24.00312877,1.5,1.35,0.15,1,CLIMB,1.35,-39.18,0.06,91,0.552324023
24.0563612,1.5,1.35,0.15,1,CLIMB,1.35,-39.18,0.06,91,0.552324023
24.10945988,1.5,1.31,0.19,1,CLIMB,1.31,-39.23,0.04,91,0.5370857448766064
24.15315652,1.5,1.31,0.19,1,CLIMB,1.31,-39.23,0.04,91,0.5370857448766064
24.20657372,1.5,1.28,0.22,1,CLIMB,1.28,-39.17,0.03,91,0.5256570360668072
24.26029921,1.5,1.28,0.22,1,CLIMB,1.28,-39.17,0.03,91,0.5256570360668072
24.3031826,1.5,1.28,0.22,1,CLIMB,1.28,-39.31,0.01,91,0.5256570360668072
24.35665417,1.5,1.28,0.22,1,CLIMB,1.28,-39.31,0.01,91,0.5256570360668072
24.40094662,1.5,1.31,0.19,1,CLIMB,1.31,-39.28,-0.01,91,0.5370857448766064
24.45444608,1.5,1.31,0.19,1,CLIMB,1.31,-39.28,-0.01,91,0.5370857448766064
24.50762415,1.5,1.35,0.15,1,CLIMB,1.35,-39.27,-0.04,91,0.552324023
24.55002284,1.5,1.35,0.15,1,CLIMB,1.35,-39.27,-0.04,91,0.552324023
24.60307074,1.5,1.42,0.08,0,HOLD,1.42,-39.1,-0.07,91,0.5789910105125367
24.65619421,1.5,1.42,0.08,0,HOLD,1.42,-39.1,-0.07,91,0.5789910105125367
24.70953178,1.5,1.5,0,0,HOLD,1.5,-39.09,-0.08,91,0.6094675673386678
24.75205207,1.5,1.5,0,0,HOLD,1.5,-39.09,-0.08,91,0.6094675673386678
24.80454254,1.5,1.58,-0.08,0,HOLD,1.58,-39.05,-0.08,91,0.6399441241647988
24.85799694,1.5,1.58,-0.08,0,HOLD,1.58,-39.05,-0.08,91,0.6399441241647988
24.90011644,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.08,-0.06,91,0.6704206809909299
24.9532671,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.08,-0.06,91,0.6704206809909299
25.00747538,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-38.97,-0.05,91,0.6932780986105282
25.05041027,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-38.97,-0.05,91,0.6932780986105282
25.10401416,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.94,-0.02,91,0.7123259466268602
25.15776587,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.94,-0.02,91,0.7123259466268602
25.2003119,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-38.96,0,91,0.7161355162301266
25.25596356,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-38.96,0,91,0.7161355162301266
25.30041695,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.93,0.02,91,0.7123259466268602
25.35343122,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.93,0.02,91,0.7123259466268602
25.40716028,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.01,0.04,91,0.6970876682137946
25.45043015,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.01,0.04,91,0.6970876682137946
25.50468707,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.04,0.05,91,0.6780398201974627
25.55838037,1.5,1.68,-0.18,-0.8,DESCEND,1.68,-39.04,0.05,91,0.6780398201974627
25.60111523,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.05,0.06,91,0.6551824025778644
25.65528321,1.5,1.62,-0.12,-0.8,DESCEND,1.62,-39.05,0.06,91,0.6551824025778644
25.71016288,1.5,1.56,-0.06,0,HOLD,1.56,-39.22,0.07,91,0.6323249849582661
25.75278544,1.5,1.56,-0.06,0,HOLD,1.56,-39.22,0.07,91,0.6323249849582661
25.80590296,1.5,1.5,0,0,HOLD,1.5,-39.28,0.07,91,0.6094675673386678
25.85922194,1.5,1.5,0,0,HOLD,1.5,-39.28,0.07,91,0.6094675673386678
25.90179753,1.5,1.5,0,0,HOLD,1.5,-39.28,0.07,91,0.6094675673386678
25.95530796,1.5,1.43,0.07,0,HOLD,1.43,-39.28,0.06,91,0.58280058
26.00840187,1.5,1.37,0.13,1,CLIMB,1.37,-39.31,0.04,91,0.5599431624962048
26.0509975,1.5,1.37,0.13,1,CLIMB,1.37,-39.31,0.04,91,0.5599431624962048
26.10435081,1.5,1.37,0.13,1,CLIMB,1.37,-39.31,0.04,91,0.5599431624962048
26.15773845,1.5,1.33,0.17,1,CLIMB,1.33,-39.37,0.03,91,0.5447048840831392
26.20111656,1.5,1.33,0.17,1,CLIMB,1.33,-39.37,0.03,91,0.5447048840831392
26.25469017,1.5,1.3,0.2,1,CLIMB,1.3,-39.32,0.01,91,0.533276175
26.30946279,1.5,1.3,0.2,1,CLIMB,1.3,-39.32,0.01,91,0.533276175
26.3523469,1.5,1.3,0.2,1,CLIMB,1.3,-39.35,-0.01,91,0.533276175
26.40645194,1.5,1.3,0.2,1,CLIMB,1.3,-39.35,-0.01,91,0.533276175
26.45991445,1.5,1.32,0.18,1,CLIMB,1.32,-39.33,-0.04,91,0.5408953144798728
26.50174999,1.5,1.32,0.18,1,CLIMB,1.32,-39.33,-0.04,91,0.5408953144798728
26.5553422,1.5,1.38,0.12,1,CLIMB,1.38,-39.3,-0.06,91,0.5637527320994711
26.60795593,1.5,1.38,0.12,1,CLIMB,1.38,-39.3,-0.06,91,0.5637527320994711
26.65037966,1.5,1.49,0.01,0,HOLD,1.49,-39.17,-0.07,90,0.6056579977354014
26.70358872,1.5,1.49,0.01,0,HOLD,1.49,-39.17,-0.07,90,0.6056579977354014
26.75666595,1.5,1.58,-0.08,0,HOLD,1.58,-39.1,-0.09,90,0.6399441241647988
26.80993319,1.5,1.58,-0.08,0,HOLD,1.58,-39.1,-0.09,90,0.6399441241647988
26.85670686,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.07,-0.09,90,0.6704206809909299
26.90952682,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.07,-0.09,90,0.6704206809909299
26.95262671,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.01,-0.08,90,0.7047068074203274
27.005584,1.5,1.75,-0.25,-0.8,DESCEND,1.75,-39.01,-0.08,90,0.7047068074203274
27.05068278,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.98,-0.06,90,0.7237546554366594
27.10424638,1.5,1.8,-0.3,-0.8,DESCEND,1.8,-38.98,-0.06,90,0.7237546554366594
27.15802479,1.5,1.84,-0.34,-0.8,DESCEND,1.84,-38.92,-0.03,90,0.7389929338497249
27.20075703,1.5,1.84,-0.34,-0.8,DESCEND,1.84,-38.92,-0.03,90,0.7389929338497249
27.25424552,1.5,1.84,-0.34,-0.8,DESCEND,1.84,-38.96,0,90,0.7389929338497249
27.30991244,1.5,1.84,-0.34,-0.8,DESCEND,1.84,-38.96,0,90,0.7389929338497249
27.35406423,1.5,1.81,-0.31,-0.8,DESCEND,1.81,-38.91,0.02,90,0.7275642250399258
27.40920258,1.5,1.81,-0.31,-0.8,DESCEND,1.81,-38.91,0.02,90,0.7275642250399258
27.45241284,1.5,1.77,-0.27,-0.8,DESCEND,1.77,-38.94,0.04,90,0.7123259466268602
27.50589085,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.02,0.05,90,0.6970876682137946
27.55976033,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.02,0.05,90,0.6970876682137946
27.6026473,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-39.02,0.05,90,0.6970876682137946
27.65591574,1.5,1.66,-0.16,-0.8,DESCEND,1.66,-39.05,0.06,90,0.6704206809909299
