time,phase,z_tof_real,z_tof_reported,z_est,vz_est,vz_cmd,x_tag,y_tag,x_est,y_est,tag_visible,kf_mode
0.0,approach,0.87,0.87,0.87,0.0,0.25,1.9243607145308534,-0.11061862601693848,1.9243607145308534,-0.11061862601693848,True,normal
0.11499905586242676,approach,0.87,0.87,0.87,0.0,0.25,1.9227879272175326,-0.1076196593105158,1.9227879272175326,-0.1076196593105158,True,normal
0.227433443069458,approach,0.87,0.87,0.87,0.0,0.25,1.9218042864053846,-0.10541562031003122,1.9218042864053846,-0.10541562031003122,True,normal
0.348278284072876,approach,0.87,0.87,0.87,0.0,0.25,1.9157494819407719,-0.1021818676647422,1.9157494819407719,-0.1021818676647422,True,normal
0.4616658687591553,approach,0.88,0.88,0.8749255191889529,0.01455278113755661,0.25,1.9129170941172495,-0.1001167078680534,1.9129170941172495,-0.1001167078680534,True,normal
0.5741820335388184,approach,0.89,0.89,0.8826637088865057,0.03055013184023326,0.25,1.9053204158019,-0.09792764036781554,1.9053204158019,-0.09792764036781554,True,normal
0.6865606307983398,approach,0.9,0.9,0.8918098926185253,0.04403563471860664,0.25,1.9038855978182319,-0.09710298639041201,1.9038855978182319,-0.09710298639041201,True,normal
0.7994871139526367,approach,0.91,0.91,0.9016322044519417,0.05460849335272204,0.25,1.9005187930752623,-0.09673722928034563,1.9005187930752623,-0.09673722928034563,True,normal
0.9119281768798828,approach,0.93,0.93,0.9154022912184482,0.0690896438399427,0.25,1.8859164020906674,-0.09603537144745512,1.8859164020906674,-0.09603537144745512,True,normal
1.0233392715454102,approach,0.95,0.95,0.9316140069945115,0.08374983476556885,0.25,1.8796446062490153,-0.09563378711469288,1.8796446062490153,-0.09563378711469288,True,normal
1.135117769241333,approach,0.97,0.97,0.9493699193766094,0.09726683153470098,0.25,1.8730500094048605,-0.09468732720469379,1.8730500094048605,-0.09468732720469379,True,normal
1.2495300769805908,approach,0.98,0.98,0.9652047177013534,0.10539554631030275,0.25,1.8481692260711435,-0.09212774062823842,1.8481692260711435,-0.09212774062823842,True,normal
1.3613722324371338,approach,1.0,1.0,0.9824017207614366,0.11365432368094376,0.25,1.846031959997496,-0.0906321202468046,1.846031959997496,-0.0906321202468046,True,normal
1.4736082553863525,approach,1.01,1.01,0.9979718087915044,0.11855834571846383,0.25,1.8307677298442735,-0.08818404168279383,1.8307677298442735,-0.08818404168279383,True,normal
1.5890631675720215,approach,1.03,1.03,1.0147811915513523,0.12403389751910204,0.25,1.815599628214479,-0.08407800929805263,1.815599628214479,-0.08407800929805263,True,normal
1.7025041580200195,approach,1.05,1.05,1.0325195485278535,0.12966494038981502,0.25,1.8085254959552586,-0.0810042123670775,1.8085254959552586,-0.0810042123670775,True,normal
1.816282033920288,approach,1.06,1.06,1.0487316044673192,0.13295904440119327,0.25,1.7881152985918485,-0.07621164101118237,1.7881152985918485,-0.07621164101118237,True,normal
1.9288876056671143,approach,1.08,1.08,1.0658868063720952,0.13675022493666528,0.25,1.7814775330264536,-0.07317256753732548,1.7814775330264536,-0.07317256753732548,True,normal
2.043945074081421,approach,1.11,1.11,1.0858633668138045,0.142777633826244,0.25,1.7642444566868611,-0.0697532737634512,1.7642444566868611,-0.0697532737634512,True,normal
2.1571359634399414,approach,1.12,1.12,1.104120151729313,0.14650353874104177,0.25,1.7566982292657762,-0.06866086755687142,1.7566982292657762,-0.06866086755687142,True,normal
2.269613742828369,approach,1.13,1.13,1.1209561004540094,0.1485167511088395,0.25,1.7423596694877093,-0.06832899510400448,1.7423596694877093,-0.06832899510400448,True,normal
2.3813929557800293,approach,1.15,1.15,1.1385003184821032,0.1509667721756246,0.25,1.7143797311207838,-0.06715957448142196,1.7143797311207838,-0.06715957448142196,True,normal
2.493427276611328,approach,1.18,1.18,1.1584958692315181,0.15538594193799388,0.25,1.7123398266978473,-0.06622121887406741,1.7123398266978473,-0.06622121887406741,True,normal
2.607678174972534,approach,1.19,1.19,1.1769404254927045,0.1579924242169289,0.25,1.709027085130121,-0.06540806659362303,1.709027085130121,-0.06540806659362303,True,normal
2.719017505645752,approach,1.21,1.21,1.1958303142589763,0.16075532150667907,0.25,1.6957586549050765,-0.06399049583135562,1.6957586549050765,-0.06399049583135562,True,normal
2.8327484130859375,approach,1.22,1.22,1.2133353557868238,0.16203132341598656,0.25,1.6892705842461242,-0.06235673013458007,1.6892705842461242,-0.06235673013458007,True,normal
2.9471077919006348,approach,1.24,1.24,1.2313650513356051,0.1636615214717952,0.25,1.6852198956155455,-0.05917504192328825,1.6852198956155455,-0.05917504192328825,True,normal
3.057544708251953,approach,1.27,1.27,1.2515829457685699,0.16710200879374246,0.24968341084628604,1.6789830837283442,-0.05634148967365569,1.6789830837283442,-0.05634148967365569,True,normal
3.1693549156188965,approach,1.28,1.28,1.270302720053905,0.1688996074895594,0.245939455989219,1.6701306682690034,-0.05356907106598618,1.6701306682690034,-0.05356907106598618,True,normal
3.2813496589660645,approach,1.3,1.3,1.2893779216925938,0.17085784775823804,0.24212441566148124,1.6676860876112134,-0.051654804197568266,1.6676860876112134,-0.051654804197568266,True,normal
3.3921046257019043,approach,1.31,1.31,1.3070642410412392,0.17139704028503777,0.23858715179175216,1.662474337141129,-0.05047775972805059,1.662474337141129,-0.05047775972805059,True,normal
3.506643533706665,approach,1.33,1.33,1.3251846691028644,0.1722792809912516,0.23496306617942714,1.6489864576502409,-0.050270212201361276,1.6489864576502409,-0.050270212201361276,True,normal
