mission_time,target_altitude,current_altitude,error,velocity_cmd,proportional,integral,derivative
13.307840824127197,1.5,1.38,0.1200000000000001,0.08871000000000004,0.03600000000000003,0.05071,0.0020000000000000018
13.350564956665039,1.5,1.38,0.1200000000000001,0.08677000000000004,0.03600000000000003,0.05077,0.0
13.404045104980469,1.5,1.39,0.1100000000000001,0.08182500000000002,0.03300000000000003,0.050824999999999995,-0.0020000000000000018
13.457305908203125,1.5,1.39,0.1100000000000001,0.08388000000000002,0.03300000000000003,0.050879999999999995,0.0
13.510007381439209,1.5,1.39,0.1100000000000001,0.08393500000000001,0.03300000000000003,0.05093499999999999,0.0
13.55283260345459,1.5,1.39,0.1100000000000001,0.08399000000000001,0.03300000000000003,0.05098999999999999,0.0
13.605246305465698,1.5,1.39,0.1100000000000001,0.08404500000000001,0.03300000000000003,0.05104499999999998,0.0
13.658199787139893,1.5,1.39,0.1100000000000001,0.08410000000000001,0.03300000000000003,0.05109999999999998,0.0
13.701138257980347,1.5,1.4,0.10000000000000009,0.07915,0.030000000000000027,0.05114999999999997,-0.0020000000000000018
13.753381967544556,1.5,1.4,0.10000000000000009,0.0812,0.030000000000000027,0.051199999999999975,0.0
13.805940866470337,1.5,1.4,0.10000000000000009,0.08125,0.030000000000000027,0.051249999999999976,0.0
13.859345436096191,1.5,1.4,0.10000000000000009,0.0813,0.030000000000000027,0.05129999999999997,0.0
13.901597738265991,1.5,1.4,0.10000000000000009,0.08135,0.030000000000000027,0.05134999999999997,0.0
13.955215215682983,1.5,1.4,0.10000000000000009,0.0814,0.030000000000000027,0.051399999999999973,0.0
14.008061170578003,1.5,1.4,0.10000000000000009,0.08145,0.030000000000000027,0.05144999999999997,0.0
14.050369024276733,1.5,1.4,0.10000000000000009,0.08149999999999999,0.030000000000000027,0.05149999999999997,0.0
14.104279518127441,1.5,1.4,0.10000000000000009,0.08155,0.030000000000000027,0.05154999999999997,0.0
14.156463384628296,1.5,1.4,0.10000000000000009,0.08159999999999999,0.030000000000000027,0.051599999999999965,0.0
14.209409952163696,1.5,1.4,0.10000000000000009,0.08165,0.030000000000000027,0.05164999999999997,0.0
14.251922369003296,1.5,1.41,0.09000000000000008,0.07669499999999999,0.027000000000000024,0.05169499999999997,-0.0020000000000000018
14.304593086242676,1.5,1.41,0.09000000000000008,0.07873999999999999,0.027000000000000024,0.05173999999999997,0.0
14.357863903045654,1.5,1.41,0.09000000000000008,0.078785,0.027000000000000024,0.05178499999999997,0.0
14.410451173782349,1.5,1.41,0.09000000000000008,0.07883,0.027000000000000024,0.05182999999999997,0.0
14.452892780303955,1.5,1.41,0.09000000000000008,0.078875,0.027000000000000024,0.05187499999999998,0.0
14.505549430847168,1.5,1.41,0.09000000000000008,0.07891999999999999,0.027000000000000024,0.05191999999999997,0.0
14.557927131652832,1.5,1.41,0.09000000000000008,0.07896500000000001,0.027000000000000024,0.051964999999999976,0.0
14.600467681884766,1.5,1.41,0.09000000000000008,0.07901,0.027000000000000024,0.05200999999999998,0.0
14.653671264648438,1.5,1.41,0.09000000000000008,0.07905500000000001,0.027000000000000024,0.05205499999999998,0.0
14.706604957580566,1.5,1.41,0.09000000000000008,0.0791,0.027000000000000024,0.05209999999999998,0.0
14.760259866714478,1.5,1.41,0.09000000000000008,0.07914500000000001,0.027000000000000024,0.05214499999999998,0.0
14.803074836730957,1.5,1.41,0.09000000000000008,0.07919000000000001,0.027000000000000024,0.052189999999999986,0.0
14.85640025138855,1.5,1.41,0.09000000000000008,0.07923500000000001,0.027000000000000024,0.05223499999999999,0.0
14.908718585968018,1.5,1.41,0.09000000000000008,0.07928000000000002,0.027000000000000024,0.05227999999999999,0.0
14.951867818832397,1.5,1.42,0.08000000000000007,0.07432000000000001,0.02400000000000002,0.05231999999999999,-0.0020000000000000018
15.005138158798218,1.5,1.42,0.08000000000000007,0.07636000000000001,0.02400000000000002,0.05235999999999999,0.0
15.057616710662842,1.5,1.42,0.08000000000000007,0.07640000000000001,0.02400000000000002,0.05239999999999999,0.0
15.110160112380981,1.5,1.42,0.08000000000000007,0.07644000000000001,0.02400000000000002,0.05243999999999998,0.0
15.15225100517273,1.5,1.42,0.08000000000000007,0.07647999999999999,0.02400000000000002,0.05247999999999998,0.0
15.204962015151978,1.5,1.42,0.08000000000000007,0.07651999999999999,0.02400000000000002,0.05251999999999997,0.0
15.257544755935669,1.5,1.42,0.08000000000000007,0.07655999999999999,0.02400000000000002,0.05255999999999997,0.0
15.309701919555664,1.5,1.42,0.08000000000000007,0.07659999999999999,0.02400000000000002,0.052599999999999966,0.0
15.352025508880615,1.5,1.42,0.08000000000000007,0.07663999999999999,0.02400000000000002,0.05263999999999996,0.0
15.404684066772461,1.5,1.42,0.08000000000000007,0.07667999999999997,0.02400000000000002,0.052679999999999956,0.0
15.457693338394165,1.5,1.43,0.07000000000000006,0.07171499999999997,0.02100000000000002,0.052714999999999956,-0.0020000000000000018
15.500211238861084,1.5,1.43,0.07000000000000006,0.07374999999999997,0.02100000000000002,0.05274999999999995,0.0
15.553502559661865,1.5,1.43,0.07000000000000006,0.07378499999999996,0.02100000000000002,0.05278499999999995,0.0
15.60667371749878,1.5,1.43,0.07000000000000006,0.07381999999999997,0.02100000000000002,0.05281999999999995,0.0
15.660317182540894,1.5,1.43,0.07000000000000006,0.07385499999999996,0.02100000000000002,0.052854999999999944,0.0
15.702863931655884,1.5,1.43,0.07000000000000006,0.07388999999999996,0.02100000000000002,0.052889999999999944,0.0
15.755823135375977,1.5,1.43,0.07000000000000006,0.07392499999999996,0.02100000000000002,0.052924999999999944,0.0
15.809192419052124,1.5,1.43,0.07000000000000006,0.07395999999999997,0.02100000000000002,0.052959999999999945,0.0
15.85105586051941,1.5,1.43,0.07000000000000006,0.07399499999999995,0.02100000000000002,0.05299499999999994,0.0
15.903991937637329,1.5,1.43,0.07000000000000006,0.07402999999999996,0.02100000000000002,0.05302999999999994,0.0
15.95641827583313,1.5,1.43,0.07000000000000006,0.07406499999999996,0.02100000000000002,0.05306499999999994,0.0
16.00911855697632,1.5,1.43,0.07000000000000006,0.07409999999999994,0.02100000000000002,0.05309999999999993,0.0
16.051198482513428,1.5,1.43,0.07000000000000006,0.07413499999999995,0.02100000000000002,0.05313499999999993,0.0
16.103646993637085,1.5,1.42,0.08000000000000007,0.07917499999999997,0.02400000000000002,0.05317499999999994,0.0020000000000000018
16.15674376487732,1.5,1.42,0.08000000000000007,0.07721499999999995,0.02400000000000002,0.053214999999999936,0.0
16.209630250930786,1.5,1.42,0.08000000000000007,0.07725499999999995,0.02400000000000002,0.05325499999999993,0.0
16.252115964889526,1.5,1.42,0.08000000000000007,0.07729499999999995,0.02400000000000002,0.053294999999999926,0.0
16.30502700805664,1.5,1.42,0.08000000000000007,0.07733499999999993,0.02400000000000002,0.05333499999999992,0.0
16.358069896697998,1.5,1.42,0.08000000000000007,0.07737499999999994,0.02400000000000002,0.053374999999999916,0.0
16.400853157043457,1.5,1.42,0.08000000000000007,0.07741499999999993,0.02400000000000002,0.053414999999999914,0.0
16.45390510559082,1.5,1.42,0.08000000000000007,0.07745499999999993,0.02400000000000002,0.053454999999999905,0.0
16.507081508636475,1.5,1.42,0.08000000000000007,0.07749499999999993,0.02400000000000002,0.053494999999999904,0.0
16.559322595596313,1.5,1.42,0.08000000000000007,0.07753499999999991,0.02400000000000002,0.053534999999999895,0.0
16.602195739746094,1.5,1.42,0.08000000000000007,0.07757499999999992,0.02400000000000002,0.053574999999999894,0.0
16.65576720237732,1.5,1.43,0.07000000000000006,0.07260999999999991,0.02100000000000002,0.053609999999999894,-0.0020000000000000018
16.708667516708374,1.5,1.42,0.08000000000000007,0.07964999999999992,0.02400000000000002,0.0536499999999999,0.0020000000000000018
16.750633239746094,1.5,1.42,0.08000000000000007,0.07768999999999991,0.02400000000000002,0.05368999999999989,0.0
16.80291509628296,1.5,1.42,0.08000000000000007,0.07772999999999991,0.02400000000000002,0.05372999999999989,0.0
16.856807947158813,1.5,1.42,0.08000000000000007,0.0777699999999999,0.02400000000000002,0.05376999999999988,0.0
16.909425020217896,1.5,1.42,0.08000000000000007,0.07780999999999991,0.02400000000000002,0.05380999999999988,0.0
16.95158052444458,1.5,1.42,0.08000000000000007,0.07784999999999989,0.02400000000000002,0.05384999999999988,0.0
17.004366874694824,1.5,1.42,0.08000000000000007,0.07788999999999989,0.02400000000000002,0.05388999999999987,0.0
17.056790113449097,1.5,1.42,0.08000000000000007,0.07792999999999989,0.02400000000000002,0.05392999999999987,0.0
17.109367847442627,1.5,1.42,0.08000000000000007,0.07796999999999987,0.02400000000000002,0.05396999999999986,0.0
17.151755332946777,1.5,1.42,0.08000000000000007,0.07800999999999988,0.02400000000000002,0.05400999999999986,0.0
17.204586267471313,1.5,1.42,0.08000000000000007,0.07804999999999987,0.02400000000000002,0.054049999999999855,0.0
17.25757884979248,1.5,1.42,0.08000000000000007,0.07808999999999987,0.02400000000000002,0.05408999999999985,0.0
17.300084829330444,1.5,1.42,0.08000000000000007,0.07812999999999987,0.02400000000000002,0.054129999999999845,0.0
