time,x_ref,y_ref,z_ref,x_meas,y_meas,z_meas,vx_cmd,vy_cmd,vz_cmd
0.04455852508544922,0.15,0.15,1.4,0.15666382181545066,-0.062377530639135606,0.952001297073644,-0.0019991465446351996,0.06371325919174069,0.13439961087790678
0.0931546688079834,0.15,0.15,1.4,0.15886719610429972,-0.059431513651926844,0.9503889698702882,-0.0026601588312899186,0.06282945409557805,0.13488330903891352
0.12981486320495605,0.15,0.15,1.4,0.16080793993240083,-0.057670938756577535,0.948328547631585,-0.003242381979720252,0.06230128162697325,0.13550143571052445
0.17241907119750977,0.15,0.15,1.4,0.16173758832875587,-0.057458790153146075,0.9473727526190765,-0.003521276498626763,0.06223763704594382,0.13578817421427702
0.23704910278320312,0.15,0.15,1.4,0.1639440891897636,-0.05876819871349554,0.9456837915963735,-0.0041832267569290845,0.06263045961404866,0.1362948625210879
0.29447388648986816,0.15,0.15,1.4,0.16519483378028693,-0.06025597013915099,0.9449603574565357,-0.004558450134086081,0.0630767910417453,0.13651189276303924
0.3264145851135254,0.15,0.15,1.4,0.16739157529757917,-0.06334987893099245,0.9417063748941079,-0.005217472589273753,0.06400496367929773,0.13748808753176758
0.39807915687561035,0.15,0.15,1.4,0.16858615190404344,-0.06492029297322308,0.9413325255942651,-0.005575845571213034,0.06447608789196692,0.13760024232172044
0.4441335201263428,0.15,0.15,1.4,0.17012815783338064,-0.06832981722017267,0.9384278257153731,-0.0060384473500141944,0.0654989451660518,0.13847165228538805
0.4976317882537842,0.15,0.15,1.4,0.17032451830454928,-0.06998220027565599,0.9364287253955621,-0.006097355491364786,0.06599466008269679,0.13907138238133135
0.5473511219024658,0.15,0.15,1.4,0.1702185734576807,-0.07288164307391541,0.934443246632207,-0.006065572037304214,0.06686449292217461,0.13966702601033787
0.5847833156585693,0.15,0.15,1.4,0.16978530377016024,-0.07455391222599742,0.9343930749352379,-0.005935591131048073,0.06736617366779922,0.1396820775194286
0.639085054397583,0.15,0.15,1.4,0.1680496161531691,-0.07774528549460216,0.9331331615587537,-0.005414884845950732,0.06832358564838065,0.14006005153237386
0.7446930408477783,0.15,0.15,1.4,0.16684996049377113,-0.07946895726970622,0.9324998950867003,-0.0050549881481313395,0.06884068718091187,0.14025003147398987
0.7786650657653809,0.15,0.15,1.4,0.16292095993264405,-0.08310370127300085,0.9325741095438007,-0.003876287979793216,0.06993111038190025,0.14022776713685975
0.8105840682983398,0.15,0.15,1.4,0.16152532856470056,-0.0839271215272867,0.9325974558317225,-0.0034575985694101697,0.070178136458186,0.14022076325048322
0.8452486991882324,0.15,0.15,1.4,0.1603371422606354,-0.08429112157511344,0.9337245575751817,-0.0031011426781906186,0.07028733647253403,0.13988263272744547
0.8879482746124268,0.15,0.15,1.4,0.15760834308321628,-0.08488501900162475,0.9348796785486353,-0.002282502924964885,0.07046550570048742,0.13953609643540937
0.949897289276123,0.15,0.15,1.4,0.1564234042586758,-0.08487045396526546,0.9363126876264353,-0.0019270212776027389,0.07046113618957964,0.1391061937120694
0.9939873218536377,0.15,0.15,1.4,0.1551472004662873,-0.08429425409594038,0.9374105873098716,-0.0015441601398861915,0.07028827622878212,0.13877682380703849
1.0441679954528809,0.15,0.15,1.4,0.15270205777113077,-0.0835210817858303,0.9405287476796911,-0.0008106173313392334,0.07005632453574909,0.13784137569609264
1.0911469459533691,0.15,0.15,1.4,0.15170999435553054,-0.08284643565555869,0.942270223871629,-0.0005129983066591626,0.06985393069666761,0.1373189328385113
1.1407697200775146,0.15,0.15,1.4,0.1500441820969051,-0.08109068098690714,0.9462772055129386,-1.3254629071529633e-05,0.06932720429607214,0.1361168383461184
1.192497968673706,0.15,0.15,1.4,0.14941041176476272,-0.08009819672872602,0.9486991989014985,0.00017687647057118281,0.0690294590186178,0.13539024032955044
1.242302417755127,0.15,0.15,1.4,0.1484692324360785,-0.07737139512494834,0.953197406735577,0.00045923026917644435,0.0682114185374845,0.13404077797932687
1.2958974838256836,0.15,0.15,1.4,0.14811547972114686,-0.07571894160655017,0.9564895900973827,0.0005653560836559407,0.06771568248196504,0.13305312297078517
1.3476026058197021,0.15,0.15,1.4,0.14745825001397267,-0.07233724110249273,0.9627933703015293,0.0007625249958081975,0.06670117233074782,0.13116198890954117
1.403489589691162,0.15,0.15,1.4,0.1469698429339372,-0.07068271441010124,0.9652301020648149,0.0009090471198188398,0.06620481432303037,0.1304309693805555
1.4571964740753174,0.15,0.15,1.4,0.14611894267833309,-0.06738084939263249,0.9706408361257619,0.0011643171965000725,0.06521425481778974,0.1288077491622714
1.508213758468628,0.15,0.15,1.4,0.1455463509057581,-0.06427621902942883,0.9766122742299199,0.0013360947282725687,0.06428286570882864,0.12701631773102398
1.553837537765503,0.15,0.15,1.4,0.14538630424640858,-0.06262432174009559,0.9794104341642764,0.0013841087260774237,0.06378729652202868,0.12617686975071704
1.6075620651245117,0.15,0.15,1.4,0.1452346769969788,-0.05902846502029907,0.9840741100978062,0.0014295969009063547,0.06270853950608972,0.12477776697065811
1.657538652420044,0.15,0.15,1.4,0.14537844821287266,-0.05727140189662777,0.9870233751538215,0.001386465536138201,0.06218142056898833,0.1238929874538535
1.69846773147583,0.15,0.15,1.4,0.14571879617582378,-0.053237690178828366,0.9914074254975017,0.0012843611472528633,0.060971307053648505,0.12257777235074946
1.7516381740570068,0.15,0.15,1.4,0.14624800947599567,-0.05147817213769203,0.9944624341154338,0.0011255971572012968,0.060443451641307606,0.12166126976536984
