time,x_ref,y_ref,z_ref,x_meas,y_meas,z_meas,vx_cmd,vy_cmd,vz_cmd
0.0320889949798584,0.2,0.2,1.7,-0.005875829348275845,-0.0077586163552640555,1.1311681773992732,0.3,0.3,0.3
0.07595586776733398,0.2,0.2,1.7,-0.007048833956222297,-0.008087995100134068,1.1253024291246632,0.3,0.3,0.3
0.14252161979675293,0.2,0.2,1.7,-0.009984416380577605,-0.00917982206386247,1.120859371892338,0.3,0.3,0.3
0.18674564361572266,0.2,0.2,1.7,-0.01141613443762913,-0.009695497580139377,1.1164677069861444,0.3,0.3,0.3
0.24297642707824707,0.2,0.2,1.7,-0.014171832938599431,-0.010874087008836604,1.1116942046506872,0.3,0.3,0.3
0.28876805305480957,0.2,0.2,1.7,-0.015544920443073701,-0.011228032576271703,1.1075575491015701,0.3,0.3,0.3
0.35866212844848633,0.2,0.2,1.7,-0.016794083396938022,-0.011316223107169104,1.1066392554720468,0.3,0.3,0.3
0.4149138927459717,0.2,0.2,1.7,-0.019175016340475002,-0.0076079305698942175,1.107202940954314,0.3,0.3,0.3
0.4669618606567383,0.2,0.2,1.7,-0.019052904769705083,-0.005103811619135665,1.1086586078007516,0.3,0.3,0.3
0.5205328464508057,0.2,0.2,1.7,-0.017018067264184783,0.0016482109595646224,1.110033122006804,0.3,0.29752768356065307,0.3
0.5776450634002686,0.2,0.2,1.7,-0.01531208964828138,0.005686134149820629,1.1142942975119046,0.3,0.29147079877526905,0.3
0.6241240501403809,0.2,0.2,1.7,-0.0099319806638686,0.014994935408493214,1.122141069266037,0.3,0.2775075968872602,0.3
0.6725280284881592,0.2,0.2,1.7,-0.0019348900727161795,0.02523014625099152,1.1314817043738596,0.3,0.2621547806235127,0.3
0.7289242744445801,0.2,0.2,1.7,0.0027753003025162253,0.030211045618594525,1.135948263091816,0.2958370495462257,0.2546834315721082,0.3
0.7889585494995117,0.2,0.2,1.7,0.01415135203893451,0.04124319826201433,1.1503346082167998,0.2787729719415983,0.2381352026069785,0.3
0.8401434421539307,0.2,0.2,1.7,0.02777189099620053,0.05284134904537201,1.1659197977686304,0.2583421635056992,0.22073797643194198,0.3
0.8953266143798828,0.2,0.2,1.7,0.035453420059941065,0.05879367952746388,1.1717783357434048,0.24681986991008842,0.21180948070880418,0.3
0.9483845233917236,0.2,0.2,1.7,0.052266924454985264,0.06980063463179649,1.1901939289138022,0.22159961331752212,0.1952990480523053,0.3
1.0024244785308838,0.2,0.2,1.7,0.06142676445304376,0.07492228634528568,1.2004160294446233,0.20785985332043438,0.18761657048207148,0.3
1.0533199310302734,0.2,0.2,1.7,0.08089417225113213,0.08415152685184192,1.2215076513250622,0.1786587416233018,0.17377270972223713,0.3
1.1714744567871094,0.2,0.2,1.7,0.09110713787040176,0.0881315048860218,1.2323230261000477,0.16333929319439738,0.16780274267096731,0.3
1.2042560577392578,0.2,0.2,1.7,0.1227969774574914,0.0964532084136998,1.2658964263874564,0.11580453381376293,0.15532018737945033,0.3
1.2350327968597412,0.2,0.2,1.7,0.14421849485098667,0.09983446405207524,1.2901248500222817,0.08367225772352001,0.15024830392188715,0.3
1.2669072151184082,0.2,0.2,1.7,0.15522956381548855,0.10091536653323126,1.3038657164227365,0.06715565427676719,0.14862695020015312,0.3
1.3183848857879639,0.2,0.2,1.7,0.1659218663267433,0.10114475476679058,1.3162683302254197,0.051117200509885066,0.14828286784981415,0.3
1.366605281829834,0.2,0.2,1.7,0.1767140820747801,0.1012018754218854,1.329539591495561,0.03492887688782988,0.14819718686717193,0.3
1.4158174991607666,0.2,0.2,1.7,0.197932019652789,0.09904984561817598,1.357582638681845,0.0031019705208165105,0.15142523157273605,0.3
1.4644379615783691,0.2,0.2,1.7,0.20793330782066535,0.09720119659180035,1.370191400066893,-0.011899961730998013,0.15419820511229948,0.3
1.5148975849151611,0.2,0.2,1.7,0.2274433030159179,0.09375276676564011,1.4016329859653431,-0.04116495452387682,0.15937084985153985,0.3
1.570814847946167,0.2,0.2,1.7,0.23616239327145155,0.09117320813437971,1.4153719548443806,-0.054243589907177314,0.16324018779843047,0.3
1.6240546703338623,0.2,0.2,1.7,0.2524986818547279,0.08661528545553214,1.4464221460388826,-0.07874802278209184,0.1700770718167018,0.3
1.6785051822662354,0.2,0.2,1.7,0.26586538697009254,0.08143323409136706,1.4759893420385433,-0.0987980804551388,0.17785014886294942,0.3
1.7326080799102783,0.2,0.2,1.7,0.2724510334124311,0.07887717625058073,1.4951434756845736,-0.10867655011864663,0.18168423562412891,0.3
1.7965881824493408,0.2,0.2,1.7,0.28202480808276004,0.07325416383495523,1.5242345616879236,-0.12303721212414004,0.1901187542475672,0.26364815746811454
1.854440450668335,0.2,0.2,1.7,0.28921356864902703,0.06851985745278462,1.5524902638428206,-0.13382035297354053,0.1972202138208231,0.221264604235769
1.9094696044921875,0.2,0.2,1.7,0.2956819706616087,0.06443025348885063,1.5901269935667137,-0.143522955992413,0.2033546197667241,0.16480950964992935
1.9675054550170898,0.2,0.2,1.7,0.2971939271706616,0.06268677606315301,1.6037557545065027,-0.1457908907559924,0.20596983590527052,0.14436636824024596
2.0149025917053223,0.2,0.2,1.7,0.3000604805124806,0.060738932189170286,1.6372227389113627,-0.15009072076872085,0.2088916017162446,0.09416589163295586
2.066997766494751,0.2,0.2,1.7,0.30092249165799934,0.060386581300481953,1.6558327587807133,-0.151383737486999,0.20942012804927707,0.06625086182892992
